about-facing;about-facings;is about-facing:V
squibbing;squibbings;is squibbinging:V
squiggled;squiggleds;is squiggledding:V
squiggling;squigglings;is squigglinging:V
squinnied;squinnieds;is squinniedding:V
squinnying;squinnyings;is squinnyinging:V
stabilized;stabilizeds;is stabilizedding:V
stabilizing;stabilizings;is stabilizinging:V
stabled;stableds;is stabledding:V
stage-managed;stage-manageds;is stage-managedding:V
stage-managing;stage-managings;is stage-managinging:V
staged;stageds;is stagedding:V
staked;stakeds;is stakedding:V
staking;stakings;is stakinging:V
stalemated;stalemateds;is stalematedding:V
stalemating;stalematings;is stalematinging:V
stall-feed;stall-feeds;is stall-feedding:V
stampeded;stampededs;is stampededding:V
stampeding;stampedings;is stampedinging:V
standardized;standardizeds;is standardizedding:V
standardizing;standardizings;is standardizinging:V
staned;staneds;is stanedding:V
staning;stanings;is staninging:V
stapled;stapleds;is stapledding:V
stapling;staplings;is staplinging:V
stared;stareds;is staredding:V
staring;starings;is staringing:V
starring;starrings;is starringing:V
startled;startleds;is startledding:V
startling;startlings;is startlinging:V
starved;starveds;is starvedding:V
starving;starvings;is starvinging:V
stating;statings;is statinging:V
staved;staveds;is stavedding:V
staving;stavings;is stavinging:V
stayed;stayeds;is stayedding:V
staying;stayings;is stayinging:V
stealing;stealings;is stealinging:V
steeved;steeveds;is steevedding:V
steeving;steevings;is steevinging:V
stemming;stemmings;is stemminging:V
stenciled;stencileds;is stenciledding:V
stenciling;stencilings;is stencilinging:V
stencilled;stencilleds;is stencilledding:V
stencilling;stencillings;is stencillinging:V
stepped;steppeds;is steppedding:V
stepping;steppings;is steppinging:V
stereotyping;stereotypings;is stereotypinging:V
stetted;stetteds;is stettedding:V
stetting;stettings;is stettinging:V
stevedored;stevedoreds;is stevedoredding:V
stevedoring;stevedorings;is stevedoringing:V
sticked;stickeds;is stickedding:V
sticking;stickings;is stickinging:V
stifled;stifleds;is stifledding:V
stilettoed;stilettoeds;is stilettoedding:V
stilettoing;stilettoings;is stilettoinging:V
stimulated;stimulateds;is stimulatedding:V
stimulating;stimulatings;is stimulatinging:V
sting;stings;is stinging:V
stippled;stippleds;is stippledding:V
stippling;stipplings;is stipplinging:V
stipulated;stipulateds;is stipulatedding:V
stipulating;stipulatings;is stipulatinging:V
stirred;stirreds;is stirredding:V
stockpiled;stockpileds;is stockpiledding:V
stockpiling;stockpilings;is stockpilinging:V
stodged;stodgeds;is stodgedding:V
stodging;stodgings;is stodginging:V
stooged;stoogeds;is stoogedding:V
stooging;stoogings;is stooginging:V
stoved;stoveds;is stovedding:V
stoving;stovings;is stovinging:V
straddled;straddleds;is straddledding:V
straddling;straddlings;is straddlinging:V
strafed;strafeds;is strafedding:V
strafing;strafings;is strafinging:V
strangled;strangleds;is strangledding:V
strangling;stranglings;is stranglinging:V
stratified;stratifieds;is stratifiedding:V
stratifying;stratifyings;is stratifyinging:V
streamlining;streamlinings;is streamlininging:V
striated;striateds;is striatedding:V
striating;striatings;is striatinging:V
string;strings;is stringing:V
striping;stripings;is stripinging:V
stripped;strippeds;is strippedding:V
stripping;strippings;is strippinging:V
stroked;strokeds;is strokedding:V
stroking;strokings;is strokinging:V
stropped;stroppeds;is stroppedding:V
stropping;stroppings;is stroppinging:V
strowed;stroweds;is strowedding:V
strowing;strowings;is strowinging:V
structured;structureds;is structuredding:V
structuring;structurings;is structuringing:V
struggled;struggleds;is struggledding:V
struggling;strugglings;is strugglinging:V
strummed;strummeds;is strummedding:V
strumming;strummings;is strumminging:V
strutted;strutteds;is struttedding:V
strutting;struttings;is struttinging:V
stubbed;stubbeds;is stubbedding:V
stubbing;stubbings;is stubbinging:V
stumbled;stumbleds;is stumbledding:V
stumbling;stumblings;is stumblinging:V
stummed;stummeds;is stummedding:V
stumming;stummings;is stumminging:V
stunned;stunneds;is stunnedding:V
styled;styleds;is styledding:V
styling;stylings;is stylinging:V
subbed;subbeds;is subbedding:V
subbing;subbings;is subbinging:V
subdivided;subdivideds;is subdividedding:V
subdividing;subdividings;is subdividinging:V
subinferred;subinferreds;is subinferredding:V
subinferring;subinferrings;is subinferringing:V
subletting;sublettings;is sublettinging:V
sublimed;sublimeds;is sublimedding:V
subliming;sublimings;is subliminging:V
submitted;submitteds;is submittedding:V
submitting;submittings;is submittinging:V
subordinated;subordinateds;is subordinatedding:V
subsampled;subsampleds;is subsampledding:V
subsampling;subsamplings;is subsamplinging:V
subscribed;subscribeds;is subscribedding:V
subscribing;subscribings;is subscribinging:V
subspecialized;subspecializeds;is subspecializedding:V
subspecializing;subspecializings;is subspecializinging:V
substituted;substituteds;is substitutedding:V
substituting;substitutings;is substitutinging:V
subtilized;subtilizeds;is subtilizedding:V
subtilizing;subtilizings;is subtilizinging:V
subtotaled;subtotaleds;is subtotaledding:V
subtotalling;subtotallings;is subtotallinging:V
sueded;suededs;is suededding:V
sueding;suedings;is suedinging:V
sued;sueds;is suedding:V
sufficed;sufficeds;is sufficedding:V
sufficing;sufficings;is sufficinging:V
suffocated;suffocateds;is suffocatedding:V
suffocating;suffocatings;is suffocatinging:V
suing;suings;is suinging:V
sulfonated;sulfonateds;is sulfonatedding:V
sulfonating;sulfonatings;is sulfonatinging:V
sulfureted;sulfureteds;is sulfuretedding:V
sulfureting;sulfuretings;is sulfuretinging:V
sulfuretted;sulfuretteds;is sulfurettedding:V
sulfuretting;sulfurettings;is sulfurettinging:V
sullied;sullieds;is sulliedding:V
sullying;sullyings;is sullyinging:V
summed;summeds;is summedding:V
sunburned;sunburneds;is sunburnedding:V
sunburning;sunburnings;is sunburninging:V
superordinated;superordinateds;is superordinatedding:V
superordinating;superordinatings;is superordinatinging:V
superproduced;superproduceds;is superproducedding:V
superproducing;superproducings;is superproducinging:V
superqualified;superqualifieds;is superqualifiedding:V
superqualifying;superqualifyings;is superqualifyinging:V
superquoted;superquoteds;is superquotedding:V
superquoting;superquotings;is superquotinging:V
supinated;supinateds;is supinatedding:V
supinating;supinatings;is supinatinging:V
supped;suppeds;is suppedding:V
supping;suppings;is suppinging:V
supplicating;supplicatings;is supplicatinging:V
supplied;supplieds;is suppliedding:V
supplying;supplyings;is supplyinging:V
supposing;supposings;is supposinging:V
surcharged;surchargeds;is surchargedding:V
surcharging;surchargings;is surcharginging:V
surfaced;surfaceds;is surfacedding:V
surfacing;surfacings;is surfacinging:V
surged;surgeds;is surgedding:V
surging;surgings;is surginging:V
surmised;surmiseds;is surmisedding:V
surmising;surmisings;is surmisinging:V
surnamed;surnameds;is surnamedding:V
surnaming;surnamings;is surnaminging:V
surprised;surpriseds;is surprisedding:V
surrogated;surrogateds;is surrogatedding:V
surrogating;surrogatings;is surrogatinging:V
survived;surviveds;is survivedding:V
surviving;survivings;is survivinging:V
suspired;suspireds;is suspiredding:V
suspiring;suspirings;is suspiringing:V
sutured;sutureds;is suturedding:V
suturing;suturings;is suturinging:V
swabbed;swabbeds;is swabbedding:V
swabbing;swabbings;is swabbinging:V
swaddled;swaddleds;is swaddledding:V
swaddling;swaddlings;is swaddlinging:V
swaged;swageds;is swagedding:V
swagged;swaggeds;is swaggedding:V
swagging;swaggings;is swagginging:V
swaging;swagings;is swaginging:V
swapped;swappeds;is swappedding:V
swapping;swappings;is swappinging:V
swatted;swatteds;is swattedding:V
swatting;swattings;is swattinging:V
swearing;swearings;is swearinging:V
sweating;sweatings;is sweatinging:V
swelled;swelleds;is swelledding:V
swigged;swiggeds;is swiggedding:V
swigging;swiggings;is swigginging:V
swimming podled;swimming podleds;is swimming podledding:V
swimming podling;swimming podlings;is swimming podlinging:V
swimming;swimmings;is swimminging:V
swinging;swingings;is swinginging:V
swingled;swingleds;is swingledding:V
swingling;swinglings;is swinglinging:V
swing;swings;is swinging:V
swiped;swipeds;is swipedding:V
swiping;swipings;is swipinging:V
swiveled;swiveleds;is swiveledding:V
swiveling;swivelings;is swivelinging:V
swivelled;swivelleds;is swivelledding:V
swivelling;swivellings;is swivellinging:V
swotted;swotteds;is swottedding:V
swotting;swottings;is swottinging:V
syllabled;syllableds;is syllabledding:V
syllabling;syllablings;is syllablinging:V
symboled;symboleds;is symboledding:V
symboling;symbolings;is symbolinging:V
symbolized;symbolizeds;is symbolizedding:V
symbolizing;symbolizings;is symbolizinging:V
symbolled;symbolleds;is symbolledding:V
symbolling;symbollings;is symbollinging:V
synchronized;synchronizeds;is synchronizedding:V
synchronizing;synchronizings;is synchronizinging:V
syndicated;syndicateds;is syndicatedding:V
syndicating;syndicatings;is syndicatinging:V
tabbed;tabbeds;is tabbedding:V
tabbing;tabbings;is tabbinging:V
tabled;tableds;is tabledding:V
tableted;tableteds;is tabletedding:V
tableting;tabletings;is tabletinging:V
tabletted;tabletteds;is tablettedding:V
tabletting;tablettings;is tablettinging:V
tabling;tablings;is tablinging:V
tabulated;tabulateds;is tabulatedding:V
tabulating;tabulatings;is tabulatinging:V
tackled;tackleds;is tackledding:V
tagged;taggeds;is taggedding:V
tagging;taggings;is tagginging:V
tailgated;tailgateds;is tailgatedding:V
tailgating;tailgatings;is tailgatinging:V
tapped;tappeds;is tappedding:V
tapping;tappings;is tappinging:V
tared;tareds;is taredding:V
taring;tarings;is taringing:V
tarred;tarreds;is tarredding:V
tarried;tarrieds;is tarriedding:V
tarring;tarrings;is tarringing:V
tarrying;tarryings;is tarryinging:V
ted;teds;is tedding:V
terminated;terminateds;is terminatedding:V
terminating;terminatings;is terminatinging:V
terraced;terraceds;is terracedding:V
tessellating;tessellatings;is tessellatinging:V
testified;testifieds;is testifiedding:V
testifying;testifyings;is testifyinging:V
textured;textureds;is texturedding:V
texturing;texturings;is texturinging:V
theologized;theologizeds;is theologizedding:V
theologizing;theologizings;is theologizinging:V
thimblerigged;thimbleriggeds;is thimbleriggedding:V
thimblerigging;thimbleriggings;is thimblerigginging:V
third-degreed;third-degreeds;is third-degreedding:V
third-degreeing;third-degreeings;is third-degreeinging:V
throbbed;throbbeds;is throbbedding:V
throbbing;throbbings;is throbbinging:V
throned;throneds;is thronedding:V
throning;thronings;is throninging:V
throttled;throttleds;is throttledding:V
throttling;throttlings;is throttlinging:V
thrummed;thrummeds;is thrummedding:V
thrumming;thrummings;is thrumminging:V
thrusting;thrustings;is thrustinging:V
thudded;thuddeds;is thuddedding:V
thudding;thuddings;is thuddinging:V
tickled;tickleds;is tickledding:V
tickling;ticklings;is ticklinging:V
tided;tideds;is tidedding:V
tidied;tidieds;is tidiedding:V
tiding;tidings;is tidinging:V
tightroped;tightropeds;is tightropedding:V
tightroping;tightropings;is tightropinging:V
tiled;tileds;is tiledding:V
timed;timeds;is timedding:V
tinctured;tinctureds;is tincturedding:V
tincturing;tincturings;is tincturinging:V
tingled;tingleds;is tingledding:V
tingling;tinglings;is tinglinging:V
ting;tings;is tinging:V
tinning;tinnings;is tinninging:V
tipped;tippeds;is tippedding:V
tipping;tippings;is tippinging:V
tippled;tippleds;is tippledding:V
tippling;tipplings;is tipplinging:V
tiptoed;tiptoeds;is tiptoedding:V
tiptoeing;tiptoeings;is tiptoeinging:V
tired;tireds;is tiredding:V
tiring;tirings;is tiringing:V
tissued;tissueds;is tissuedding:V
tissuing;tissuings;is tissuinging:V
tithed;titheds;is tithedding:V
titivated;titivateds;is titivatedding:V
titivating;titivatings;is titivatinging:V
tittle-tattled;tittle-tattleds;is tittle-tattledding:V
tittle-tattling;tittle-tattlings;is tittle-tattlinging:V
tittuped;tittupeds;is tittupedding:V
tittuping;tittupings;is tittupinging:V
tittupped;tittuppeds;is tittuppedding:V
tittupping;tittuppings;is tittuppinging:V
togged;toggeds;is toggedding:V
togging;toggings;is togginging:V
tomcatted;tomcatteds;is tomcattedding:V
tomcatting;tomcattings;is tomcattinging:V
toned;toneds;is tonedding:V
toning;tonings;is toninging:V
toped;topeds;is topedding:V
toping;topings;is topinging:V
topped;toppeds;is toppedding:V
toppled;toppleds;is toppledding:V
toppling;topplings;is topplinging:V
tortured;tortureds;is torturedding:V
torturing;torturings;is torturinging:V
totalling;totallings;is totallinging:V
totted;totteds;is tottedding:V
totting;tottings;is tottinging:V
toused;touseds;is tousedding:V
tousing;tousings;is tousinging:V
tousled;tousleds;is tousledding:V
tousling;touslings;is touslinging:V
toweled;toweleds;is toweledding:V
toweling;towelings;is towelinging:V
towelled;towelleds;is towelledding:V
traced;traceds;is tracedding:V
trachled;trachleds;is trachledding:V
trachling;trachlings;is trachlinging:V
traipsed;traipseds;is traipsedding:V
traipsing;traipsings;is traipsinging:V
trammed;trammeds;is trammedding:V
tramming;trammings;is tramminging:V
tranced;tranceds;is trancedding:V
trancing;trancings;is trancinging:V
transferred;transferreds;is transferredding:V
transferring;transferrings;is transferringing:V
transmigrated;transmigrateds;is transmigratedding:V
transmigrating;transmigratings;is transmigratinging:V
transposed;transposeds;is transposedding:V
transposing;transposings;is transposinging:V
transshipped;transshippeds;is transshippedding:V
transshipping;transshippings;is transshippinging:V
trapped;trappeds;is trappedding:V
trapping;trappings;is trappinging:V
traveled;traveleds;is traveledding:V
traveling;travelings;is travelinging:V
travelling;travellings;is travellinging:V
traversed;traverseds;is traversedding:V
traversing;traversings;is traversinging:V
treadled;treadleds;is treadledding:V
treadling;treadlings;is treadlinging:V
treasured;treasureds;is treasuredding:V
treasuring;treasurings;is treasuringing:V
treed;treeds;is treedding:V
treeing;treeings;is treeinging:V
trekked;trekkeds;is trekkedding:V
trekking;trekkings;is trekkinging:V
trembled;trembleds;is trembledding:V
trembling;tremblings;is tremblinging:V
trepanned;trepanneds;is trepannedding:V
trepanning;trepannings;is trepanninging:V
trephined;trephineds;is trephinedding:V
trephining;trephinings;is trephininging:V
triangulated;triangulateds;is triangulatedding:V
triangulating;triangulatings;is triangulatinging:V
tried;trieds;is triedding:V
trifled;trifleds;is trifledding:V
trigged;triggeds;is triggedding:V
trigging;triggings;is trigginging:V
trimmed;trimmeds;is trimmedding:V
trindled;trindleds;is trindledding:V
trindling;trindlings;is trindlinging:V
tripled;tripleds;is tripledding:V
tripped;trippeds;is trippedding:V
tripping;trippings;is trippinging:V
triturated;triturateds;is trituratedding:V
triturating;trituratings;is trituratinging:V
troked;trokeds;is trokedding:V
troking;trokings;is trokinging:V
trotted;trotteds;is trottedding:V
trotting;trottings;is trottinging:V
troubled;troubleds;is troubledding:V
troubleshooted;troubleshooteds;is troubleshootedding:V
troubleshooting;troubleshootings;is troubleshootinging:V
troubling;troublings;is troublinging:V
trouped;troupeds;is troupedding:V
trouping;troupings;is troupinging:V
troweled;troweleds;is troweledding:V
troweling;trowelings;is trowelinging:V
trowelled;trowelleds;is trowelledding:V
trowelling;trowellings;is trowellinging:V
trudged;trudgeds;is trudgedding:V
trudging;trudgings;is trudginging:V
tubbed;tubbeds;is tubbedding:V
tubbing;tubbings;is tubbinging:V
tubed;tubeds;is tubedding:V
tubercularized;tubercularizeds;is tubercularizedding:V
tubercularizing;tubercularizings;is tubercularizinging:V
tuberculinized;tuberculinizeds;is tuberculinizedding:V
tuberculinizing;tuberculinizings;is tuberculinizinging:V
tubulated;tubulateds;is tubulatedding:V
tubulating;tubulatings;is tubulatinging:V
tugged;tuggeds;is tuggedding:V
tugging;tuggings;is tugginging:V
tumbled;tumbleds;is tumbledding:V
tumbling;tumblings;is tumblinging:V
tunned;tunneds;is tunnedding:V
tunneled;tunneleds;is tunneledding:V
tunneling;tunnelings;is tunnelinging:V
tunnelled;tunnelleds;is tunnelledding:V
tunnelling;tunnellings;is tunnellinging:V
tunning;tunnings;is tunninging:V
turpentined;turpentineds;is turpentinedding:V
turpentining;turpentinings;is turpentininging:V
tussled;tussleds;is tussledding:V
tussling;tusslings;is tusslinging:V
two-stepped;two-steppeds;is two-steppedding:V
two-stepping;two-steppings;is two-steppinging:V
tying;tyings;is tyinging:V
type-casting;type-castings;is type-castinging:V
typed;typeds;is typedding:V
typing;typings;is typinging:V
ulcerated;ulcerateds;is ulceratedding:V
ulcerating;ulceratings;is ulceratinging:V
ultracentrifuged;ultracentrifugeds;is ultracentrifugedding:V
ultracentrifuging;ultracentrifugings;is ultracentrifuginging:V
unbalancing;unbalancings;is unbalancinging:V
uncapped;uncappeds;is uncappedding:V
uncapping;uncappings;is uncappinging:V
underbudded;underbuddeds;is underbuddedding:V
underbudding;underbuddings;is underbuddinging:V
underbuilding;underbuildings;is underbuildinging:V
undercharged;underchargeds;is underchargedding:V
undercharging;underchargings;is undercharginging:V
undercoursed;undercourseds;is undercoursedding:V
undercoursing;undercoursings;is undercoursinging:V
undercutting;undercuttings;is undercuttinging:V
underdigging;underdiggings;is underdigginging:V
underdressing;underdressings;is underdressinging:V
underfeed;underfeeds;is underfeedding:V
underhanging;underhangings;is underhanginging:V
underlaying;underlayings;is underlayinging:V
underlined;underlineds;is underlinedding:V
underlining;underlinings;is underlininging:V
underruled;underruleds;is underruledding:V
underruling;underrulings;is underrulinging:V
underrunning;underrunnings;is underrunninging:V
underscored;underscoreds;is underscoredding:V
underscoring;underscorings;is underscoringing:V
undershooting;undershootings;is undershootinging:V
underspending;underspendings;is underspendinging:V
understudied;understudieds;is understudiedding:V
understudying;understudyings;is understudyinging:V
underteaching;underteachings;is underteachinging:V
undertraded;undertradeds;is undertradedding:V
uniting;unitings;is unitinging:V
unpiling;unpilings;is unpilinging:V
unsling;unslings;is unslinging:V
unstring;unstrings;is unstringing:V
untied;untieds;is untiedding:V
untying;untyings;is untyinging:V
unvoicing;unvoicings;is unvoicinging:V
unwrapped;unwrappeds;is unwrappedding:V
unwrapping;unwrappings;is unwrappinging:V
upcasting;upcastings;is upcastinging:V
updated;updateds;is updatedding:V
updating;updatings;is updatinging:V
upgraded;upgradeds;is upgradedding:V
upgrading;upgradings;is upgradinging:V
upheaved;upheaveds;is upheavedding:V
upheaving;upheavings;is upheavinging:V
upper-cased;upper-caseds;is upper-casedding:V
upper-casing;upper-casings;is upper-casinging:V
uppercutting;uppercuttings;is uppercuttinging:V
upstaged;upstageds;is upstagedding:V
upstaging;upstagings;is upstaginging:V
upsurged;upsurgeds;is upsurgedding:V
upsurging;upsurgings;is upsurginging:V
upsweeping;upsweepings;is upsweepinging:V
upswing;upswings;is upswinging:V
upthrowing;upthrowings;is upthrowinging:V
urged;urgeds;is urgedding:V
urging;urgings;is urginging:V
using;usings;is usinging:V
vaccinated;vaccinateds;is vaccinatedding:V
vaccinating;vaccinatings;is vaccinatinging:V
valeted;valeteds;is valetedding:V
valeting;valetings;is valetinging:V
valved;valveds;is valvedding:V
valving;valvings;is valvinging:V
vamoosed;vamooseds;is vamoosedding:V
vamoosing;vamoosings;is vamoosinging:V
vanned;vanneds;is vannedding:V
vanning;vannings;is vanninging:V
vaporized;vaporizeds;is vaporizedding:V
varityped;varitypeds;is varitypedding:V
varityping;varitypings;is varitypinging:V
varying;varyings;is varyinging:V
velated;velateds;is velatedding:V
velating;velatings;is velatinging:V
velured;velureds;is veluredding:V
veluring;velurings;is veluringing:V
ventured;ventureds;is venturedding:V
venturing;venturings;is venturinging:V
verbalized;verbalizeds;is verbalizedding:V
verbalizing;verbalizings;is verbalizinging:V
verged;vergeds;is vergedding:V
verging;vergings;is verginging:V
vermiculated;vermiculateds;is vermiculatedding:V
vermiculating;vermiculatings;is vermiculatinging:V
versified;versifieds;is versifiedding:V
versifying;versifyings;is versifyinging:V
vesiculated;vesiculateds;is vesiculatedding:V
vesiculating;vesiculatings;is vesiculatinging:V
vestibuled;vestibuleds;is vestibuledding:V
vestibuling;vestibulings;is vestibulinging:V
vestured;vestureds;is vesturedding:V
vesturing;vesturings;is vesturinging:V
vialed;vialeds;is vialedding:V
vialing;vialings;is vialinging:V
vialled;vialleds;is vialledding:V
vialling;viallings;is viallinging:V
vibrated;vibrateds;is vibratedding:V
vibrating;vibratings;is vibratinging:V
vied;vieds;is viedding:V
vignetted;vignetteds;is vignettedding:V
vised;viseds;is visedding:V
vising;visings;is visinging:V
visualized;visualizeds;is visualizedding:V
visualizing;visualizings;is visualizinging:V
vitrioled;vitrioleds;is vitrioledding:V
vitrioling;vitriolings;is vitriolinging:V
vitriolled;vitriolleds;is vitriolledding:V
vitriolling;vitriollings;is vitriollinging:V
vocalized;vocalizeds;is vocalizedding:V
vocalizing;vocalizings;is vocalizinging:V
voicing;voicings;is voicinging:V
volplaned;volplaneds;is volplanedding:V
volplaning;volplanings;is volplaninging:V
voted;voteds;is votedding:V
voting;votings;is votinging:V
vrilled;vrilleds;is vrilledding:V
vrilling;vrillings;is vrillinging:V
vying;vyings;is vyinging:V
wadded;waddeds;is waddedding:V
waddled;waddleds;is waddledding:V
waddling;waddlings;is waddlinging:V
waded;wadeds;is wadedding:V
wading;wadings;is wadinging:V
wagged;waggeds;is waggedding:V
wagging;waggings;is wagginging:V
waggled;waggleds;is waggledding:V
waggling;wagglings;is wagglinging:V
wainscoted;wainscoteds;is wainscotedding:V
wainscoting;wainscotings;is wainscotinging:V
wainscotted;wainscotteds;is wainscottedding:V
wainscotting;wainscottings;is wainscottinging:V
waled;waleds;is waledding:V
waling;walings;is walinging:V
wambled;wambleds;is wambledding:V
wambling;wamblings;is wamblinging:V
wangled;wangleds;is wangledding:V
wangling;wanglings;is wanglinging:V
wanned;wanneds;is wannedding:V
wapped;wappeds;is wappedding:V
wapping;wappings;is wappinging:V
warbled;warbleds;is warbledding:V
warbling;warblings;is warblinging:V
warehoused;warehouseds;is warehousedding:V
warehousing;warehousings;is warehousinging:V
warred;warreds;is warredding:V
warring;warrings;is warringing:V
wasted;wasteds;is wastedding:V
wasting;wastings;is wastinging:V
wattled;wattleds;is wattledding:V
wattling;wattlings;is wattlinging:V
waved;waveds;is wavedding:V
waving;wavings;is wavinging:V
wedged;wedgeds;is wedgedding:V
wedging;wedgings;is wedginging:V
weed;weeds;is weedding:V
Welcomed;Welcomeds;is Welcomedding:V
Welcoming;Welcomings;is Welcominging:V
wended;wendeds;is wendedding:V
wending;wendings;is wendinging:V
whaled;whaleds;is whaledding:V
whaling;whalings;is whalinging:V
whammed;whammeds;is whammedding:V
whamming;whammings;is whamminging:V
wheedled;wheedleds;is wheedledding:V
wheedling;wheedlings;is wheedlinging:V
wheezed;wheezeds;is wheezedding:V
wheezing;wheezings;is wheezinging:V
whetted;whetteds;is whettedding:V
whetting;whettings;is whettinging:V
whiled;whileds;is whiledding:V
whiling;whilings;is whilinging:V
whined;whineds;is whinedding:V
whining;whinings;is whininging:V
whinnied;whinnieds;is whinniedding:V
whinnying;whinnyings;is whinnyinging:V
whipsawed;whipsaweds;is whipsawedding:V
whipsawing;whipsawings;is whipsawinging:V
whirried;whirrieds;is whirriedding:V
whirrying;whirryings;is whirryinging:V
whistled;whistleds;is whistledding:V
whizzed;whizzeds;is whizzedding:V
whizzing;whizzings;is whizzinging:V
wholesaled;wholesaleds;is wholesaledding:V
wholesaling;wholesalings;is wholesalinging:V
whopped;whoppeds;is whoppedding:V
whored;whoreds;is whoredding:V
whoring;whorings;is whoringing:V
wifed;wifeds;is wifedding:V
wifing;wifings;is wifinging:V
wiggled;wiggleds;is wiggledding:V
wiggling;wigglings;is wigglinging:V
wigwagged;wigwaggeds;is wigwaggedding:V
wigwagging;wigwaggings;is wigwagginging:V
wimbled;wimbleds;is wimbledding:V
wimbling;wimblings;is wimblinging:V
winced;winceds;is wincedding:V
wincing;wincings;is wincinging:V
wing;wings;is winging:V
winkled;winkleds;is winkledding:V
winkling;winklings;is winklinging:V
winned;winneds;is winnedding:V
winterfeeding;winterfeedings;is winterfeedinging:V
winterfeed;winterfeeds;is winterfeedding:V
winterffed;winterffeds;is winterffedding:V
wited;witeds;is witedding:V
withdrawing;withdrawings;is withdrawinging:V
withed;witheds;is withedding:V
withing;withings;is withinging:V
withstanding;withstandings;is withstandinging:V
witing;witings;is witinging:V
wived;wiveds;is wivedding:V
wiving;wivings;is wivinging:V
womanized;womanizeds;is womanizedding:V
womanizing;womanizings;is womanizinging:V
woodshedded;woodsheddeds;is woodsheddedding:V
woodshedding;woodsheddings;is woodsheddinging:V
worshiped;worshipeds;is worshipedding:V
worshiping;worshipings;is worshipinging:V
worshipped;worshippeds;is worshippedding:V
wrangled;wrangleds;is wrangledding:V
wrangling;wranglings;is wranglinging:V
wrapped;wrappeds;is wrappedding:V
wrestled;wrestleds;is wrestledding:V
wring;wrings;is wringing:V
wyted;wyteds;is wytedding:V
wyting;wytings;is wytinging:V
yackety-yakked;yackety-yakkeds;is yackety-yakkedding:V
yackety-yakking;yackety-yakkings;is yackety-yakkinging:V
yapped;yappeds;is yappedding:V
yapping;yappings;is yappinging:V
zapped;zappeds;is zappedding:V
zapping;zappings;is zappinging:V
zeroed;zeroeds;is zeroedding:V
zigzagged;zigzaggeds;is zigzaggedding:V
zigzagging;zigzaggings;is zigzagginging:V
zipped;zippeds;is zippedding:V
zipping;zippings;is zippinging:V
